0	3573	1	964982703
0	7983	1	964981247
0	7790	1	964982224
0	2491	1	964983815
0	8168	1	964982931
0	7669	0	964982400
0	4871	1	964980868
0	471	1	964982176
0	4918	1	964984041
0	6255	1	964984100
0	8276	1	964983650
0	4851	1	964981208
0	8204	0	964980985
0	4551	1	964981179
0	7999	1	964980908
0	6657	1	964981680
0	4434	0	964982967
0	462	0	964982310
0	3505	1	964981179
0	7135	1	964982563
0	8282	1	964980962
0	4581	1	964982588
0	2876	1	964981710
0	2461	0	964982363
0	3556	1	964980868
0	3128	1	964981909
0	4758	1	964982346
0	4329	0	964981208
0	8035	1	964984002
0	3757	1	964981179
0	1067	1	964982653
0	4036	1	964984153
0	1841	1	964982546
0	5528	1	964982271
0	8338	1	964983793
0	6116	1	964982838
0	718	1	964982931
0	2260	0	964982563
0	4167	1	964982838
0	2858	0	964981775
0	1995	1	964982400
0	578	0	964982653
0	7684	0	964984086
0	1973	1	964980499
0	4713	1	964982475
0	1291	1	964981529
0	1289	1	964982176
0	2690	1	964983614
0	7835	1	964983219
0	4012	0	964981775
0	3677	1	964982681
0	7469	1	964982876
0	2804	1	964982791
0	618	1	964982855
0	6894	0	964982903
0	3649	1	964982653
0	6337	1	964982791
0	1010	1	964981179
0	6964	1	964982400
0	1743	1	964980924
0	7774	1	964981680
0	5346	1	964981327
0	386	1	964982951
0	1749	1	964984018
0	745	1	964983484
0	2776	1	964981680
0	1838	1	964982513
0	2050	1	964981327
0	660	1	964981827
0	8113	1	964981872
0	3409	1	964981827
0	5884	1	964983737
0	2976	1	964983250
0	5995	1	964980499
0	2425	1	964982951
0	1533	1	964981855
0	5695	0	964983393
0	8248	1	964981909
0	6516	1	964981909
0	1951	1	964984018
0	3714	1	964983618
0	5680	1	964983723
0	2730	1	964981442
0	635	0	964983414
0	4172	1	964983599
0	3984	1	964983705
0	4773	1	964982290
0	7979	1	964983414
0	1650	1	964982703
0	5072	1	964981909
0	1259	1	964984086
0	3471	1	964983393
0	2041	0	964982653
0	5943	0	964983017
0	4225	0	964982310
0	812	0	964984112
0	2439	1	964980875
0	6560	1	964980985
0	5656	1	964981107
0	1046	1	964982620
0	1994	1	964982290
0	4543	0	964981125
0	4047	1	964982346
0	7250	1	964982951
0	6471	1	964983056
0	906	1	964983504
0	6377	0	964983536
0	48	0	964982620
0	8166	1	964981125
0	4330	1	964981230
0	7213	1	964981404
0	8362	1	964983034
0	4449	1	964983056
0	1543	1	964981780
0	2106	1	964981497
0	3146	1	964982176
0	6585	1	964981710
0	3304	1	964982211
0	6161	1	964981710
0	7030	1	964984176
0	560	1	964980523
0	8131	1	964981888
0	3066	1	964982903
0	1440	1	964982563
0	8403	1	964982791
0	4487	1	964981747
0	4130	1	964982400
0	4981	1	964982838
0	5382	1	964982838
0	1011	0	964981710
0	5423	1	964982653
0	3898	1	964982838
0	39	1	964982588
0	2072	1	964981725
0	6889	1	964982529
0	5032	1	964982876
0	7571	1	964982791
0	4439	1	964982791
0	1738	1	964982838
0	1891	1	964981725
0	8032	1	964981710
0	597	1	964981680
0	8413	1	964981710
0	8352	0	964981775
0	6012	1	964982989
0	4660	1	964982310
0	5015	1	964983664
0	4142	1	964983263
